Skills,Education,ID,Category
,"Associate of Applied Science : Airframe & Power-plant Technology 2016 Hallmark University City , State",11959428,AVIATION
"A+ Certified, Active Directory, Backup Hardware, Computer Troubleshooting, Client Support, DHCP, File Servers, IP Configuration, Power",,12043694,AVIATION
".NET, API, automate, backup, Bash, C, C++, credit, critical thinking, CSS, Database, designing, ecommerce, Engineer, XML, Google Analytics,","Bachelor of Science : Electrical Engineering Jun. 2013 University of Cincinnati City , State Electrical Engineering 3.1/4.0
Present Affiliations___________________________________________ _______ *Treasurer, Young People Union City , State Member,
Emerging Ethnic Engineering Program",12144825,AVIATION
Aviation Management,"Bachelor of Science : Aviation Management May 2015 Bridgewater State University City , State , United States Aviation Management
concentration with in-depth knowledge of standard airline operations.
MBA : Aviation International Business Present Embry-riddle Aeronautical University City , State , United States Aviation International Business
study and strategic planning for international operations of aviation related business' added to core business courses.",12192507,AVIATION
Advanced vocabulary and reading comprehension skills.,"Master of Arts , Education- M.Ed. 8 2014 Mount St. Joseph University ï¼​ City , State GPA: Dean's Honor Roll GPA: 3.58
â€¢Dean's Honor Roll with a GPA of 3.58 on a 4.0 scale.
â€¢ETS ""Recognition of Excellence Award"" for Social Studies Content Knowledge (top 15%).
â€¢Thesis: â€œROTC & Military Education in the New Millennium.â€​
Bachelor of Arts , History and Philosophy 5 2008 University of the Pacific ï¼​ City , State GPA: Dean's Honor Roll GPA: 3.49 Phi Alpha Theta,
Mortar Board and Alpha Sigma Lambda honors Mortar Board Chapter Historian
â€¢Dean's Honor Roll with a GPA of 3.49 on a 4.0 scale.
â€¢Phi Alpha Theta, Mortar Board and Alpha Sigma Lambda honors.
â€¢Mortar Board Chapter Historian.",12239749,AVIATION
"accounting, accounting system, customer service, inventory, listening, managerial, managing, multi-tasking, organizational skills, policies, proposals,
quality, Research, strategy, supervising, phone, troubleshooting, underwriter, underwriting, verbal communication skills, written communication
skills","Baccalaureate of Science : Business Administration/Marketing , 2008 Business Administration/Marketing University of Louisiana at Lafayette Skills
accounting, accounting system, customer service, inventory, listening, managerial, managing, multi-tasking, organizational skills, policies, proposals,
quality, Research, strategy, supervising, phone, troubleshooting, underwriter, underwriting, verbal communication skills, written communication
skills",12504278,AVIATION
"Fiber Optics Repair Technical Skill Set * Formal Training: Learjet 24, Piper Cherokee, AeroCommander 520, and Cessna 310 Airframe and",,12904972,AVIATION
"book, C, Configuration Management, counseling, CPR, documentation, First Aid, instruction, instructor, interpretation, Leadership, Logistics,","Specialized Military Schools/Training: Advanced Environmental Control and Safety Equipment Maintenance and Troubleshooting; Navy Course: C-555-0056, ALSS Configuration Management, Navy Course: C-555-0046, Nalcomis OOMA QA Administration, Leadership Techniques
Advanced and Primary; Quality Assurance Safety Observer; Gas Free Engineering; Work Center Leading Petty Officer; Aviation/Aircraft Support
Advanced Corrosion Control; Electro static Discharge. Satisfactorily completed 728 Day Maintenance Refresher Course of instruction instructed
by Martin Baker Representative (Joe Glasser) on Martin-Baker SJU-17 Series Naval Aircrew Common Ejection Seats (NACES). Course
consisted of Principles of Operation, 728 Day Inspection Procedures, Arming and De-arming Procedures and Ejection Seat removal and
Installation. Completed Navy Knowledge Online Professional Military Education via Naval Warfare College E-1 through E-7.
Completed Navy Knowledge Online Course ""Managing Anger/Stress in Work Environments"". : 1 1996 Graduate of Gateway High School ï¼​
City , State Graduated 2 years early with Valedictorian scores ranked top 5 out of 300 candidates) 1998-1999 Attended Foothill College through
Local Union Iron Workers #155 2013-2014 Attended Grand Canyon University completing four courses, earning 16 credits toward
Ba of Science : Public Safety and Emergency Management Public Safety and Emergency Management",13195436,AVIATION
"Aviation, General Aviation, Instructor, Training, Operations, Maintenance, Aircraft Maintenance, Aviation Administration, Aviation Maintenance,","Master's : Strategic Studies , 2013 US Army War College ï¼​ City , State , US
US Army War College Carlisle, PA United States Master's Degree 07/2013 Major: Strategic Studies
Master's : Aeronautical Sciences , 2011 Embry-Riddle Aeronautical University Daytona Beach ï¼​ City , State , US
Embry-Riddle Aeronautical University Daytona Beach, FL United States Master's Degree 09/2011 GPA: 4 of a maximum 4 Credits Earned: 39
Quarter hours Major: Aeronautical Sciences with a dual emphasis on Management and Safety Systems
Bachelor's : Business Administration , 1985 University of Montana ï¼​ City , State , US
University of Montana Missoula, MT United States Bachelor's Degree 12/1985 GPA: 3.1 of a maximum 4 Credits Earned: 178 Semester hours
Major: Business Administration
Military Experience
COL
April 1993 to January 2013 Company Name
Montana Army National Guard Fort Harrison, MT 59636 United States 04/1993 - I serve as the Director of Aviation and Safety for the Montana
Army National Guard. I am the principal advisor to the Adjutant General for all Army aviation activity. In this capacity my duties include budget
development and execution, training development, safety management and accident investigations, ground and air logistical management, and
aircraft maintenance management. While in the National Guard, I have served progressively upward as a battalion intelligence officer, company
commander, battalion executive officer, State area command training officer, Chief of Standards and Training, Aviation Brigade executive officer
while deployed to Operation Iraqi Freedom, and at present, the highest ranking aviation officer for the State. In each capacity, I had direct contact
with aviation maintenance and training at the tactical level. With qualifications as a flight instructor and instrument examiner, I also assist units with
their training requirements. I have an active role with each units' safety program by training to standards and evaluating flight performance. I serve
on a safety council that identifies, assesses, and mitigates hazards. I coordinate with the Federal Aviation Administration and the National Guard
Bureau for aviation safety related issues. Through a competitive process, I was selected to attend the US Army War College through its distance
learning program. I graduated in 2013 with a degree of Masters of Strategic Studies. Supervisor: COL Jeff Ireland (4063243003) Okay to
contact this Supervisor: Yes Dept of Military Affairs 1956 Mt Majo Street Fort Harrison, MT 59636 United States 08/2010 - Present
Supervisory Aircraft Pilot (This is a federal job) Duties, Accomplishments and Related Skills: I supervise an Army Aviation Support Facility
consisting of 63 employees that perform maintenance and flight training for the Montana Army National Guard. My mission is to direct the
maintenance for 22 helicopters and train the 140 assigned aircrew members. In addition, I provide on the job training for all aviation support
soldiers in the skill specialties of supply, petroleum operations, avionics, sheet metal, engine repair, life support equipment, flight operations,
firefighting, quality assurance, and ground support equipment repair. The missions for the assigned military units include medical evacuation, troop
insertions and extractions, cargo resupply, and reconnaissance for counter narcotics. I am responsible for providing a work environment that complies with all Office of Safety and Health Administration (OSHA) regulations. I insure compliance with fiscal law, Federal Aviation Regulations
(FAR), Equal Employment Opportunity (EEO), logistics accountability, and environmental law. I serve as a Management representative on the
Labor Relations Board. I develop training relationships with federal, tribal, state, and local agencies so as to better respond to natural and man
made disasters. I maintain helicopter instructor qualifications to directly assist with aircrew training. In the event of an aviation incident, I am
responsible for the immediate response, scene preservation, and subsequent investigation or handoff to the US Army Combat Readiness Center
(CRC). The Adjutant General of the State of Montana appointed me to the state accident investigation board to insure correct and accurate
investigations are conducted. Supervisor: COL Jeff Ireland (4063243003) Okay to contact this Supervisor: Yes Dept of Military Affairs -
Montana Helena, MT United States 05/1993 - 08/2010 Supervisory Aircraft Flight Instructor (This is a federal job) Duties, Accomplishments and
Related Skills: 1. -Direct and coordinate all flight operations and training for the Army Aviation Support Facility and its supported military units. 22
aircraft and approximately 140 air crew members are assigned. 2. -Plan work assignments and professional development for subordinates. I
supervise 12 employees whose duties include flight instruction, aviation safety, workplace safety, aviation life support repair, supply, flight
operations, and firefighting. I perform duties as the Facility commander in his absence. 3. -Instruct, train, and evaluate pilots. I am an active
instructor in the UH60 Blackhawk and its associated synthetic flight training system. 4. -Fund manager for training accounts. I account for training
expenditures and advise the Commander weekly. 5. Investigate aircraft mishaps in accordance with US Army regulations. 6. Promote and instruct
safety initiatives. 7. Coordinate with federal, state, and local authorities for crisis response. Supervisor: COL Scott Smith (4063243033) Okay to
contact this Supervisor: Yes US Army FT Rucker, AL United States 06/1985 - 01/1993 US Army Aviation Officer Duties, Accomplishments and
Related Skills: While on active duty, I performed a variety of duties to include rotary wing instructor pilot, assistant operations officer, section
leader, platoon leader, executive officer, and detachment commander. I served in a general aviation company and an aviation training company
while stationed at FT Rucker, AL. I served as a unit Commander and a fixed wing pilot in command in a military intelligence - low intensity
battalion forward deployed in Honduras. I am branch qualified as a US Army aviation officer and as a military intelligence officer.",13234267,AVIATION
"Ordnance, Weapons, Airborne Weapons, Aircraft Mechanical, Aircrew, Aviation, Calibration, Corrosion, Corrosion Control, Inspection,",,13405229,AVIATION
Blade Track and Balance,,14589288,AVIATION
"audio, excellent oral, contracts, customer satisfaction, excellent customer service, customer service, Customer Support, databases, Dependable,
email, first aid, Inspect, inventory management, Leadership, Director, Management Skills, marketing, market, Microsoft Office, personnel, policies,
pricing, proposals, quality, receptionist, reporting, Research, safety, sales, spreadsheets, telephone, phone, Time Management, trade shows,
training programs, video, written communication skills",,14790629,AVIATION
"customer service, delivery, documentation, Inspecting, coding, scanner, shipping",,14874322,AVIATION
accounting,"Certificate : Basic Intructor 2012 Department of the Navy , City , State , United States
Certification : Lean Six Sigma Green Belt 2012 Department of the Navy , City , State , United States
Certificate : Lean Six Sigma Black Belt 2012 Villanova University , City , State , United States
Certificate : Logistics Supply Chain Improvement Practitioner 2011 Department of the Navy , City , State , United States",15618327,AVIATION
"Security, Aviation, Class, Comprehensive Large Array Data Stewardship System, Weapons, Apqp, Circuits, Operations, Wiring, Clinical Trial,","Associate : Northridge/Eastview/Cedar Park Campus, Criminal Justice , 2010-08-25 Austin Community College Associate Degree, Austin
Community College, Northridge/Eastview/Cedar Park Campus, 08/25/10-12/1511 Major: Criminal Justice *Introduction to Criminal Justice â—​
Crime in America â—​ Court Systems and Practices â—​ Introduction to Sociology â—​ United States History I&II â—​ English Composition I
Certification : NAS North Island , 2003-03-22 Air Launch Weapons School Certification, Air Launch Weapons School, NAS North Island,
03/01/03-03/22/03 Basics and fundamentals of weapons launched by military aircraft.
Certification : Small Arms Training , 2004-02-16 Certification, Small Arms Training, NAS North Island, 02/03/04-02/16/04 Fundamentals in
small caliber handguns. Assemble, breakdown, maintenance and basic shooting drills.
Certification : Special Response Training , 2004-04-30 Certification, Special Response Training, NAS North Island, 04/15/04-04/30/04
Response training in riot and crowd control, natural disaster training, man overboard training and first aid training.
History , 2000-05-28 W.B. RAY High School ï¼​ City , State , US High School, W.B. RAY High School, Corpus Christi Tx, 08/28/96-
05/28/2000 *Science â—​ History â—​ Math â—​ English â—​ Art
Military Experience
Petty Officer Company Name U.S. Navy Reserve, Petty Officer 3rd Class Aviation Ordnanceman, Austin, TX, 02/16/2010-Present *Provide
security and physical protection for service members. â—​ Train fellow Sailors in security duties. â—​ Assist in riot control and riot prevention. â—​
Provide vital attack, defense and logistic support to the fleet. PPDI, Phase 1 volunteer, Austin, TX, 05/10/08-04/23/10 *Clinical trial of
investigative FDA drugs and help verify safety and tolerability. â—​ Supervised by medical professionals and explore how the medicine acts in the
bodies of healthy volunteers. â—​ Detailed analysis of how the compound is absorbed, distributed, metabolized and excreted. Sears, Home
delivery technician and warehouse associate, San Marcos, TX, 02/10/2008-09/22/08 *Delivery and install appliances in customers homes. â—​
Unload daily trucks of new inventory. â—​ Managed and inventoried product including hand tools to major home appliances. â—​ Janitorial duties
in and around the store. U.S. Navy, 3rd Class Petty Officer Aviation Ordnanceman, Coronado, CA, 11/26/2001-11/28/2005 *Weapons
Systems Operations Install, adjust, and test bomb racks, shackles, ejectors and launchers Test, adjust, and align aircraft gun systems. â—​ Load,
download, install and remove aircraft guns and gun components. â—​ Load, download, assemble and disassemble aircraft missiles, rockets, and
pyrotechnics. â—​ Troubleshoot electrical and electronic equipment and wiring circuits. â—​ Conduct authorized searches, conduct surveillance,
identify narcotics and dangerous drugs, apprehend suspects, issue weapons and ammunition, conduct field sobriety tests, administer breathalyzer
tests, secure crime and accident scenes, inspect crime and accident scenes, preserve evidence at crime scenes, seize evidence and contraband,
mark and tag evidence and contraband â—​ Conduct perimeter checks, provide security escort services, provide assistance on crime control,
shipboard brig security and support, process prisoners upon receipt, escort and guard prisoners *Weapons Qualifications, 9mm M-14 rifle M-16
rifle 12 gauge shotgun 50.Cal machine gun M60 machine gun OC (Oleoresin Capsicum) or pepper spray â—​ Global War on Terrorism
Expeditionary Medal â—​ Navy good conduct medal â—​ Navy expert rifle/pistol medal",15684810,AVIATION
"Adobe, benefits, Coaching, competitive, Contact Management, Contact Management, Counselor, clients, Databases, forms, hand tools, Human",,15823995,AVIATION
"Ability to lead, motivate and build successful teams.","2013
University of Phoenix MBA : Business
3.72 GPA
Member of Delta Mu Delta International Honor Society in Business
Coursework in Business and Management
Coursework in Business, Management and Communications
Managerial Statistics and Management Communication coursework
Operations and Quality Management coursework
Advanced coursework in Business Administration and Public Policy
Coursework in Marketing and Communications
Coursework in Law and Political Science
2011
University of Phoenix Bachelor of Science : Business
3.4 GPA
Coursework in Business, Management and Communications
Coursework in Business Communications and Management Information Systems
Coursework in Business Communications and Management Information Systems
Operations and Quality Management coursework
Managerial Statistics and Management Communication coursework Skills
Ability to lead, motivate and build successful teams.
Understand all legal, regulatory, information security and compliance requirements.
Proven influencer & negotiator.
Achieving targets in a dynamic and complex business environment. Team leading & people development skills.
Able to manage and develop a diverse group of highly skilled people.
A pragmatic approach to getting the required results.
Ability to manage operations within budgetary constraints.",16279537,AVIATION
"Accounting, accounting systems, ADP, Basic, Budget, Business Management, Conversion, Creativity, Customer Service, Data Base, Database,
delivery, ERP, financial, Financial Management, forklift operator, preparing forms, obligating funds, Government, Innovation, inventory
management, inventory, Inventory Control, Team Building, Leadership Development, listening, Logistics, managerial, materials, 2000, Weapons,","BACHELOR OF SCIENCE : Adult Work force Education 2015 Valdosta State University City , State , United States GPA: GPA: 3.68
Graduated Cum Laude
Emphasis in ACED Adult Work Force Education
3.6 GPA
Cum Laude",16449694,AVIATION
Typing Speed 50 Words per Minute * QuickBooks * Apple or Macintosh Computers * MS Outlook * Photoshop * MS PowerPoint * MS,"High School Diploma West Orange Stark City , State | 2007
GED West Orange-Stark High School City , State | 2007",16833515,AVIATION
Work History,"Bachelor's Degree Business Management Administration Grand Canyon University City , State Business Management Administration
Associate Degree National Education Center City , State
Graduate Naval Aviation A School City , State
Certified Trainer Forklift Truck Operator Safety AutoCAD Certificate in Architectural Drafting Llewellyn Technology, Certificate, Electro
Mechanical Systems Repair City , State Training also includes repair of Signode banding and tie wrapping machines, Synergy, Minipac-poly shrink
film packaging systems, remove and replace damaged parts and components, and mechanical devices.",16850314,AVIATION
B2B Strategic Selling,"B.S. : Business Management , 04/2013
Southern Illinois University - City
MBA : Business Management Strayer University - City
Core Compentencies
B2B Strategic Selling",17008356,AVIATION
"streamline, balance, budgets, Business Process Improvement, change management, competitive, continuous improvement, contracts, cost
reduction, delivery, driving, forecasting, functional, funds, government, inventory management, managing inventory levels, Inventory, inventory
levels, inventory control, leadership, logistics, materials Management, materials, meetings, exchange, negotiating, operations management,
organizational, performance management, personnel, policies, presentations, pricing, processes, Procurement, profit, proposal, Purchasing,","University of Phoenix Graduate School of Business 2010 State
University of Maryland 2006 B.S : Business Administration Business Administration
2012 Lean Six Sigma Certification",17152392,AVIATION
"Logistics Forecasting/Planning, Project Manager, Supply Chain Management, Inventory Management, Logistics Management,","Technical Certificate : GFEB 2013 Defense Acquisition University , City , State , US
Technical Certificate, Planning, Program, Bugdeting, Executive : Budget Analyst 2008 Military Training , City , State , US
Technical Certificate : PBUSE 2007 Property Book Unit Supply Enhanced , City , State , US",17274759,AVIATION
"approach, Basic, budget, Ca, product development, documentation, fast, functional, hand tools, logistics, materials, Mentor, Excel, Microsoft","6 2004 Diploma : AAS, National University Thomas Jefferson High School City , State
1 2006 Unmanned Aviation System Safe For Flight. Twenty-Nine Palms, Ca; 2014 Unmanned Aviation System Technician, Ft. Huachuca, AZ;
2012 Six Sigma, Yellow Belt Ca; 2013 Basic Machine Gun Trainer; Camp Lejeune, NC; 2011 Hazardous Material Handling, Lackland AFB,
TX; 2010 Military Standard Transportation and Movements Procedures Ft.Eustis, VA;2009 Distribution Management Specialist : State",17483843,AVIATION
"delivery, forklifts, inventory, ISO, weapons, organizing, pick, receiving, safety, Scanner, scanning, shipping","High School Diploma : BASICS 1998 St.Bernard High School , City , State",17655479,AVIATION
"Communication, Safety, AutoCAD, Customer Service, Database, Quality, Research and Design, SAP, Root Cause Failure Modes and Effects","Bachelor of Science : Aerospace Engineering December 2009 University of Tennessee Aerospace Engineering
Additional Information
Six Sigma Lean/DFSS Green Belt November 2014
Engineer in Training (EIT) January 2010
DOE Level Q Security Clearance October 2010 â€“ February 2014",17686472,AVIATION
Clinical/Administrative Skills,"Sanford Brown Institute Medical Assistant City , State
CPR Certified",17694572,AVIATION
Stockroom procedures Process improvement,,17876954,AVIATION
Excellent analytical skills,,17983430,AVIATION
"blueprints, Catia V, inspecting, inspection, Inspector, risk management, technical manuals",,18268860,AVIATION
Flight test management Systems integration and test,,19284293,AVIATION
Solid Edge Microsoft Projects,"University of Dayton 2016 Master of Science : Mechanical Engineering City , State , USA
Miami University 2012 Bachelor of Science : Mechanical Engineering City , State , USA
Kwame Nkrumah University of Science and Technology 2002 Bachelor of Science : Agricultural Engineering City , Ghana",19506295,AVIATION
EXECUTIVE SUMMARY,"05/2009
Masters of Business Administration : Financial Leadership
Franklin University - City , State
Financial Leadership 12/2007
Bachelor Degree : Science in Financial Management
Franklin University - City , State
Science in Financial Management
12/2007
Bachelor Degree : Science Business Administration
Franklin University - City , State
Science Business Administration",19818707,AVIATION
"Work History
02/2013 to Current","Graduate Degree : Arizona State University (ASU) - City , State
Master : Science Technology Aviation Management - Human Factors GPA: GPA: 3.5/4.0 Science Technology Aviation Management - Human
Factors GPA: 3.5/4.0 Applied Project - (FAA Sponsored) - Title: INVESTIGATION AND ANALYSIS OF 14 CFR PART 67 AND AME
GUIDE 47 BEFORE AND AFTER POLICY CHANGE Course Work 33 Units:Aviation LawAviation Labor RelationsInternational
AviationAviation Safety and Human FactorLaw and EthicsIntermed StatisticsAirport Planning and DesignResearch Techniques and Applications
4 2010
Bachelor of Science : Aviation Science Aviation Utah Valley University (UVU) - City , State
GPA: GPA: 3.67/4.0 Aviation Science GPA: 3.67/4.0 Aviation Professional Pilot Program Â· Course Works of 120 Units plus General Ed.:Air
Transportation ManagementAviation LawCrew Resource Management/Human FactorsSafety and Professional SeminarsIntroduction to Aviation
SecurityAviation Insurance/Risk ManagementCorporate Aviation ManagementAirport ManagementGround Training:Private, Instrument,
Commercial, Ground InstructorFlight Training:Private, Instrument, Commercial, Flight InstructorTheory of Instruction
4 2008
Certified InstructorAir Traffic Control : General Education
Columbia College - State
GPA: GPA: 3.52/4.0 General Education GPA: 3.52/4.0
12 1982
General Education
American River College - City , State
GPA: GPA: 3.2 /4.0GP General Education GPA: 3.2 /4.0GP",20026169,AVIATION
"Adobe, CPR, clients, customer satisfaction, Customer Service, Customer Care, forms, Fundraising, Instructor, Interior design, letters, Mac,","Bachelor of Arts : Psychology Social Sciences The University of Louisville ï¼​ City , State Psychology Social Sciences
High School Diploma Presentation Academy ï¼​ City , State",21190805,AVIATION
Report creation Personnel mentoring,,21287405,AVIATION
Microsoft Office Photocopiers,"AA : Interdisciplinary Studies/Social and Behavioral Sciences , 2016
Los Angeles Southwest College - City , State
High School Diploma : General Studies , 2011
Junipero Serra High School - City
Work History
Customer Service Agent , 11/2020 to Current
Company Name â€“ City , State
Assessed passenger documentation to determine destinations and to assign boarding passes.
Confer with customers to determine their service requirements and travel preferences. Replied to inquiries regarding schedules, accommodations, procedures, and policies.
Provide clients with assistance in preparing required travel documents and forms.
Responded politely to passenger complaints regarding ticketing and baggage handling.
Customer Service Agent, G2 Secure Staff , 12/2016 to 11/2020
City , State
Examine passenger documentation to determine destinations and to assign boarding passes.
Provide boarding or disembarking assistance to passengers needing special assistance.
Confer with customers to determine their service requirements and travel preferences.
Replied to inquiries regarding schedules, accommodations, procedures, and policies.
Provide clients with assistance in preparing required travel documents and forms.
Responded to passenger complaints regarding ticketing and baggage handling.
Recreation Assistant , 10/2016 to 12/2016
Company Name â€“ City , State
Enforce rules and regulations of recreational facilities to maintain discipline and ensure safety.
Organize, lead, and promote interest in art, crafts, sports, games, camping, and hobbies.
Meet with staff to discuss rules, regulations and work-related problems.
Library Assistant , 10/2013 to 12/2013
Company Name â€“ City , State
Maintain photocopiers, scanners, computers, and instruct patrons in proper use of such equipment.
Oversaw check-in and check-out process of library books and materials at circulation desk.
Replied to patrons' questions and assisted in finding materials requested.
Customer Service Representative , 01/2010 to 12/2020
City , State
Consulted with customers by telephone or in person to provide information about products or services.
Operate office machines such as, photocopiers and scanners, facsimile machines, voice mail systems, and personal computers.",22168194,AVIATION
"Computers,Â Sql, Customer Support, Database, Networking, Oracle, Pl/sql, Project Management, Software Configuration, Aviation, Web","Downers Grove South High School 1984 High School Diploma City , State , US
Florida State College of Jacksonville Associate of Science : Computer Science City , State , USA Seeking Degree in Computer Science and
Information,Â 2011-2015Â 3.36 GPA; 55Â Semester Hours completed.Â Courses completed: Â Computer Concepts, Intro to the Internet,
Hardware Configuration, Software Configuration, Micro-Computer Applications, Database Concepts, Intro to Computer Programing, Oracle SQL and PL/SQL, Customer Support Operations, Project Management, Computer Networking, Web Technologies, Information Systems, and
Internet Programing.",22232367,AVIATION
Strategic planning,,22442947,AVIATION
"analytical skills, Basic, Change management, CHI, Financial, First Aid, inspection, interpretation, logistics, MA, management skills, Microsoft",,22650051,AVIATION
"anesthesia, C, clients, policies, presenting, recording, safety, surgery, therapy, vital signs, x-rays",,22990761,AVIATION
"Server-side technologies : servlets, JSP, J2EE technologies, Hibernate3.x, JPA, Spring 3.0, Struts 2.0, EJB, JMS, Design patterns, SQL,","May 2015 Wichita State University ï¼​ City , State Master of Science Computer Science GPA: GPA: 3.93/4
GPA: 3.92/4
May 2013 BMSCE ï¼​ City , State Bachelor of Engineering Computer Science GPA: GPA: 8.81/10
GPA: 8.81/10",23464505,AVIATION
"Business Management, human resources management, Operations Management, Strategic Analysis","Masters of Business Administration (MBA) : Business Administration/Management , 1 2014 SAINT LEO UNIVERSITY ï¼​ City , State
Bachelor of Arts (BA) : Accounting , 2011 Saint Leo University ï¼​ City , State , United States",23761385,AVIATION
Secret Security Clearance Critical thinking,"Bachelor of Science : Business Administration , Current
Trident University International - City , State
Professional Development (United States Army)
- Structured Self DevelopmentÂ [2013]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â
- Manager Development CRS [2006]Â Â - Systems Approach to Training BasicÂ [2012]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â
Â Â Â Â Â Â Â Â Â Â Â - Action Officer Development [2006]Â - Supervisor
DevelopmentÂ [2012]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â
Â - Safety Course [2006]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Training Developer (Middle Manger)
[2012]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Hazardous Materials/Waste Handling [2006] - Injury
Prevention Through LeadershipÂ [2010]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Aircraft Structural Adv LDR [2002]Â Â Â Â Â Â Â Â
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Composite Risk Management
CRSÂ [2010]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Basic Noncommissioned Officer [2002]Â Â Â Â Â Â Â Â Â Â -
Army Basic InstructorÂ [2010]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Total
Army Training System (TATS) [1999]Â Â Â Â Â Â Â Â Â Â Â Â Â - Support Cadre Training [2010]Â Â Â Â Â
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â - Primary Leadership Development [1999] - Aircraft
Component Repairer Supervisor Senior LDRÂ [2007]Â Â Â Â Â - Leadership Development [1999] - Supervisor
DevelopmentÂ [2006]Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â",23985183,AVIATION
"Process Improvement Knowledge Of Quality Systems
6S/LEAN/KAIZEN Principles Audit Coordination","High School Diploma 05/1998 Liberty Eylau High School - City
Graduated summa cum laude
Graduated Top 3 of Class
Member of National Honor Society
No Degree : General Studies Ivy Tech Community College Of Indiana - City
Dean's List 2004 & 2005",24154692,AVIATION
Customer service specialist,"Bachelor of Applied Science (Aviation) : Aviation Business Management Current Royal Melbourne Institute of Technology - City
GPA: GPA: 3.4/4.0
Analytical and conceptual thinking, with a conscientious approach to managing workloads. Â Â Â
Ability to handle, analyse and interpret complex data, before presenting it back based on the overall analysis made.
Advanced problem solving and numeracy skills.
Accomplished communication skills, both written and verbal developed through numerous essays and presentations. Â·Â Â Â Â Â Â
Proficiency in all areas of Microsoft Office, including Access, Excel, Word and PowerPoint.Â
3.5 GPA
University of Westminster -
Commencing a 3-month scholarship at the University of Westminster. This will be undertaken via distance learning.
2011 - Successfully obtained a Certificate III in Tourism Retail Sales : Physics, Mathematical Methods, English Literature, English Mainstream,
Chemistry and Biology 1 2009 Parade Secondary College -
Physics, Mathematical Methods, English Literature, English Mainstream, Chemistry and Biology Australian Tertiary Admission Rank: 83.40",24544244,AVIATION
"Work History
01/2014 to Current","Bachelor of Science : Flight Technology Flight Technology
Central Washington University Executive Management Program, Evans School, University of Washington :",24589765,AVIATION
Training program implementation,,24668861,AVIATION
"UH-60A+, Ambulance, Army, budget, creative thinking, financial, functional, Government, inspection, leadership, leadership development,
logistics, maintenance schedule, office, weapons, organizational, patient care, personnel, relationship building, sound, spreadsheets, strategic,
supervisor, supervision, theatre, vision","Criminal Justice , 2007 Jacksonville State University ï¼​ State Honors in Major and Minor, Distinguished Military Graduate award.
MBA : Management , 2017 University of Alabama ï¼​ City , State Enrolled
Military Science , 2013 Aviation Captains Career Course ï¼​ City , State Six-month leadership development course designed to train and educate
company grade officers in the high standards of professional knowledge, skills, and leadership necessary to provide a vision of the future
environment that requires leaders to be comfortable with ambiguity, exercise critical and creative thinking in dynamic and rapidly evolving
operational environments, and be capable of making sound decisions considering strategic, operational, and tactical consequences.",24773845,AVIATION
"AIA, business plans, hardware, content, Controller, cost analysis, clients, database administration, Database, database development,
documentation, Fast, focus, functional, government, HVAC, inspection, Team Leader, Logistics, Mark, Materials, Office, MOD 2, weapons,","MS : Environmental Management , 1996 National University Environmental Management
BA : History/Government , 1991 Columbia College History/Government",25625173,AVIATION
Skills Experience Total Years Last Used,,25718772,AVIATION
firmware design,"2010 University of Texas at Arlington - Electrical Engneering City , State , United States GPA: GPA: 3.0
Coursework in Electro-technology, Thermodynamics and Electronics
Complete course load of 129 credits and maintained
1999 Certificate of Completion : Officer Candidate School (BOOST) - Officer Training/College Prep City , State , United States Coursework in
Officer duties/management. GPA 3.0",25719936,AVIATION
"Shielded Metal Arc Weld: Flat, Vertical, Horizontal and Over-head position.","09/21/2012
Tidewater Tech School of Welding GPA: 3.83 President's Award: June and September, 2012. Dean's List June and September 2012.
3.83 President's Award: June and September, 2012. Dean's List June and September 2012.
Â
â€‹",26279402,AVIATION
